Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Population density (people per sq. km of land area),EN.POP.DNST,Afghanistan,AFG,16.39727703,29.96332889,48.35902826,50.16054153,51.75091455,53.10428376,54.64854116,56.24823145,57.90825169,59.75228064,61.48055441,..
Population density (people per sq. km of land area),EN.POP.DNST,Albania,ALB,119.9467883,112.7382117,105.660292,105.4417518,105.135146,104.9671898,104.8706934,104.6122628,104.1675547,103.5711314,102.6155474,..
Population density (people per sq. km of land area),EN.POP.DNST,Algeria,DZA,10.71404687,12.92106653,15.95498501,16.27388716,16.60262556,16.93690834,17.27162861,17.6035123,17.93031568,18.24365706,18.54860331,..
Population density (people per sq. km of land area),EN.POP.DNST,Andorra,AND,113.9765957,140.6319149,151.8446809,152.3851064,152.6510638,154.3404255,157.1,159.6021277,162.4319149,165.3191489,168.1574468,..
Population density (people per sq. km of land area),EN.POP.DNST,Angola,AGO,9.487958611,13.14996551,20.97297024,21.76011631,22.56173979,23.38553461,24.2308719,25.08505093,25.95138205,26.81357664,27.67608406,..
Population density (people per sq. km of land area),EN.POP.DNST,Antigua and Barbuda,ATG,143.9272727,170.5795455,201.1295455,202.8090909,204.4113636,205.8272727,207.0886364,208.2409091,209.3568182,210.6,211.8613636,..
Population density (people per sq. km of land area),EN.POP.DNST,Argentina,ARG,11.92596056,13.54584334,15.42116023,15.59164538,15.76063274,15.92813508,16.09419079,16.2585101,16.42082662,16.58089261,16.73874169,..
Population density (people per sq. km of land area),EN.POP.DNST,Armenia,ARM,..,111.2933966,101.9102564,101.5079031,101.1097647,100.6615736,100.1729189,99.63319283,99.07277836,98.54611872,98.03210397,..
Population density (people per sq. km of land area),EN.POP.DNST,Aruba,ABW,365.0666667,495.0055556,571.5555556,575.5222222,579.2055556,582.6333333,585.7722222,588.6777778,591.3444444,592.1388889,591.8722222,..
Population density (people per sq. km of land area),EN.POP.DNST,Australia,AUS,2.221356625,2.476966794,3.010573526,3.055814795,3.100112596,3.144935531,3.197365841,3.245784982,3.294351419,3.335312311,3.33957517,..
Population density (people per sq. km of land area),EN.POP.DNST,Austria,AUT,93.04229278,97.08635482,102.7608216,103.5670868,104.7345977,105.8733398,106.6113185,107.1318589,107.6093068,108.0570044,108.5288051,..
Population density (people per sq. km of land area),EN.POP.DNST,Azerbaijan,AZE,..,97.43477998,113.9234808,115.3488139,116.7310768,118.033289,119.2087416,120.2575919,121.2800711,122.1247368,122.6588022,..
Population density (people per sq. km of land area),EN.POP.DNST,Bahamas,BHS,27.04085914,32.46893107,38.52647353,38.87422577,39.23046953,39.55804196,39.86213786,40.15044955,40.41528472,40.60649351,40.74985015,..
Population density (people per sq. km of land area),EN.POP.DNST,Bahrain,BHR,749.8811594,1002.030986,1638.536364,1700.562905,1750.825193,1809.577664,1867.735897,1911.748072,1915.625641,1882.126115,1852.234177,..
Population density (people per sq. km of land area),EN.POP.DNST,Bangladesh,BGD,823.136291,992.4969425,1183.299831,1198.135507,1212.491357,1227.50686,1242.943566,1257.462995,1271.538926,1286.171553,1301.039034,..
Population density (people per sq. km of land area),EN.POP.DNST,Barbados,BRB,602.0186047,615.4813953,643.872093,645.3325581,646.7046512,648.0209302,649.272093,650.4372093,651.5813953,652.7744186,653.9534884,..
Population density (people per sq. km of land area),EN.POP.DNST,Belarus,BLR,..,49.19747791,46.53937252,46.55060033,46.61133719,46.64994482,46.59875953,46.50105922,46.41075062,46.21121293,45.83683173,..
Population density (people per sq. km of land area),EN.POP.DNST,Belgium,BEL,..,338.5485469,368.5405218,370.180218,372.3314399,374.2213342,375.6657199,377.3795905,379.4247028,381.0635403,382.8583884,..
Population density (people per sq. km of land area),EN.POP.DNST,Belize,BLZ,8.004778606,10.53950022,15.11126699,15.44651469,15.7768961,16.10315651,16.42669882,16.74993424,17.05808856,17.31350285,17.5375274,..
Population density (people per sq. km of land area),EN.POP.DNST,Benin,BEN,45.52517737,62.06121852,91.42186946,94.13660873,96.95621674,99.85885952,102.8447943,105.8946701,108.9964881,112.1241841,115.2615733,..
Population density (people per sq. km of land area),EN.POP.DNST,Bhutan,BTN,11.95218629,14.75394472,19.12241257,19.31833565,19.49980324,19.65606648,19.82280306,19.98154169,20.12215522,20.25448348,20.38505506,..
Population density (people per sq. km of land area),EN.POP.DNST,Bolivia,BOL,6.550534478,7.931926521,9.917242684,10.07752885,10.23731653,10.39694914,10.55620142,10.71439583,10.87170221,11.01833472,11.15062494,..
Population density (people per sq. km of land area),EN.POP.DNST,Bosnia and Herzegovina,BIH,..,81.62792969,70.65544922,69.74742188,68.83445313,67.98800781,67.18802734,66.40876953,65.63888672,64.81263672,63.88560547,..
Population density (people per sq. km of land area),EN.POP.DNST,Botswana,BWA,2.367042507,3.04728001,3.91240626,3.988453055,4.067494221,4.150858433,4.23806751,4.32553244,4.410745858,4.493148413,4.567294832,..
Population density (people per sq. km of land area),EN.POP.DNST,Brazil,BRA,18.03109855,21.04220796,24.13476766,24.34269467,24.54950563,24.74947512,24.94633495,25.14513899,25.33851766,25.50762538,25.64281323,..
Population density (people per sq. km of land area),EN.POP.DNST,Brunei Darussalam,BRN,49.70170778,63.36356736,78.12182163,79.06185958,79.96907021,80.83377609,81.64629981,82.40493359,83.12106262,83.81878558,84.51100569,..
Population density (people per sq. km of land area),EN.POP.DNST,Bulgaria,BGR,78.80583024,73.85132423,66.92257738,66.54327561,66.120035,65.65790346,65.18005711,64.71109985,64.25719418,63.87265107,63.35430177,..
Population density (people per sq. km of land area),EN.POP.DNST,Burkina Faso,BFA,33.37485746,43.43160819,64.46055556,66.41024123,68.41381213,70.45138158,72.49948099,74.53480629,76.57762792,78.66456871,80.77735015,..
Population density (people per sq. km of land area),EN.POP.DNST,Burundi,BDI,213.5433411,245.6253505,395.2327492,408.6804128,417.7238318,424.5843847,434.4078271,447.565109,462.41581,475.8655374,488.7544003,..
Population density (people per sq. km of land area),EN.POP.DNST,Cabo Verde,CPV,90.46228288,113.7099256,133.9801489,135.5027295,137.0138958,138.5593052,140.1870968,141.737469,143.1836228,144.5756824,145.8870968,..
Population density (people per sq. km of land area),EN.POP.DNST,Cambodia,KHM,50.48044414,68.65420915,84.97441083,86.17050193,87.34150804,88.51452527,89.68212667,90.78426241,91.81818491,92.88953093,93.97814978,..
Population density (people per sq. km of land area),EN.POP.DNST,Cameroon,CMR,24.18082968,31.92569228,45.7634702,47.1739227,48.68237609,50.16105012,51.6028453,53.04890313,54.54156036,56.04088553,57.53766157,..
Population density (people per sq. km of land area),EN.POP.DNST,Canada,CAN,3.088601866,3.42261134,3.913066959,3.952604904,3.982215114,4.027563942,4.07616632,4.134148896,4.193949311,4.23922642,4.349505388,..
Population density (people per sq. km of land area),EN.POP.DNST,Central African Republic,CAF,4.509327747,6.034174452,7.70879964,7.702870076,7.735935343,7.872125911,8.02070853,8.178079553,8.361944204,8.576551414,8.759757938,..
Population density (people per sq. km of land area),EN.POP.DNST,Chad,TCD,4.627596093,6.559035102,10.49616105,10.87764136,11.22956957,11.58877462,11.9805305,12.39216169,12.80723158,13.21847284,13.64337675,..
Population density (people per sq. km of land area),EN.POP.DNST,Chile,CHL,17.94525051,20.64712615,23.54965893,23.78795802,24.0341021,24.32158804,24.7044875,25.15217906,25.60681316,25.95761178,26.21700747,..
Population density (people per sq. km of land area),EN.POP.DNST,China,CHN,120.9155061,134.492481,145.2076439,146.1258167,146.9779493,147.8226414,148.7200435,149.4171945,149.9481797,150.3055428,150.4397537,..
Population density (people per sq. km of land area),EN.POP.DNST,Colombia,COL,29.3838603,35.34487156,41.67456512,42.07115548,42.46933574,42.92560162,43.57969446,44.41366471,45.23425507,45.90415683,46.43223254,..
Population density (people per sq. km of land area),EN.POP.DNST,Comoros,COM,231.6598603,288.424503,375.8156905,383.9935519,392.3782912,400.984417,409.2767329,417.1483074,425.0327781,433.189683,441.4965073,..
Population density (people per sq. km of land area),EN.POP.DNST,"Congo, Dem. Rep.",COD,15.87417172,21.44474846,32.40335282,33.53944024,34.69570764,35.91935643,37.17750954,38.41439536,39.65809753,40.95770451,42.29907501,..
Population density (people per sq. km of land area),EN.POP.DNST,"Congo, Rep.",COG,6.985168375,9.177247438,14.13782138,14.47982723,14.82982723,15.18835725,15.55590044,15.93283163,16.31254173,16.69743485,17.08874378,..
Population density (people per sq. km of land area),EN.POP.DNST,Costa Rica,CRI,61.85376028,77.93170779,93.84126518,94.87442225,95.87234626,96.85086173,97.80340776,98.7217783,99.57955347,100.334998,100.9392284,..
Population density (people per sq. km of land area),EN.POP.DNST,Cote d'Ivoire,CIV,37.4545283,52.82915094,70.65807547,72.31306604,74.20358805,76.14346541,78.13841509,80.16977358,82.22500314,84.31380503,86.40958805,..
Population density (people per sq. km of land area),EN.POP.DNST,Croatia,HRV,..,79.91669051,76.04333143,75.73420413,75.11264384,74.58989708,73.69971768,73.04415338,72.64050104,72.33166548,69.31736955,..
Population density (people per sq. km of land area),EN.POP.DNST,Cuba,CUB,98.94487896,103.4058752,108.6315391,108.9408383,108.9326993,109.0158785,109.213921,109.1352987,109.0240559,108.8699229,108.4428902,..
Population density (people per sq. km of land area),EN.POP.DNST,Curacao,CUW,..,..,346.4459459,351.1463964,355.8108108,359.6036036,360.7545045,358.8648649,354.5968468,348.9797297,343.1734234,..
Population density (people per sq. km of land area),EN.POP.DNST,Cyprus,CYP,85.33549784,102.6230519,126.2952381,127.3804113,128.4935065,129.6408009,130.7925325,131.9081169,132.9909091,133.9325758,134.652381,..
Population density (people per sq. km of land area),EN.POP.DNST,Czech Republic,CZE,..,132.7172641,136.1599586,136.30338,136.589289,136.8518586,137.2158788,137.6755343,138.2268103,138.5759288,136.1083491,..
Population density (people per sq. km of land area),EN.POP.DNST,Denmark,DNK,128.523475,133.4904,140.3733,141.086875,142.087075,143.20025,144.1245,144.8409,145.36055,145.7851,146.418325,..
Population density (people per sq. km of land area),EN.POP.DNST,Djibouti,DJI,24.89961173,32.01177739,41.92204487,42.66984469,43.41065574,44.14413287,44.87631579,45.60819672,46.33278689,47.03002588,47.69443486,..
Population density (people per sq. km of land area),EN.POP.DNST,Dominica,DMA,92.64133333,91.128,91.75866667,92.49466667,93.34266667,93.43333333,93.87066667,94.43066667,95.23733333,95.99333333,96.54933333,..
Population density (people per sq. km of land area),EN.POP.DNST,Dominican Republic,DOM,147.5678741,176.7913682,210.2473815,212.8361623,215.3970606,217.9174498,220.3942041,222.8427034,228.9428373,231.4208411,233.9078286,..
Population density (people per sq. km of land area),EN.POP.DNST,Ecuador,ECU,37.74684655,50.83953535,63.30725157,64.25347882,65.21139475,66.19256321,67.22879691,68.51212756,69.83306491,70.81895233,71.66104445,..
Population density (people per sq. km of land area),EN.POP.DNST,Egypt,EGY,57.47614647,71.69759506,93.80470139,96.02925712,98.17047466,100.2401226,102.2546446,104.214943,106.1014325,107.9563353,109.7615932,..
Population density (people per sq. km of land area),EN.POP.DNST,El Salvador,SLV,259.0337355,287.5715251,298.5348456,299.6875483,300.7271236,301.6655405,302.4446911,302.9122587,303.0992761,303.7032336,304.7377896,..
Population density (people per sq. km of land area),EN.POP.DNST,Equatorial Guinea,GNQ,16.5971123,24.4198574,44.34727273,46.174082,48.02042781,49.87262032,51.71814617,53.55048128,55.36652406,56.9001426,58.26973262,..
Population density (people per sq. km of land area),EN.POP.DNST,Eritrea,ERI,..,23.69188119,27.23161224,27.45811098,27.58311825,27.79449641,28.05730904,28.45588908,28.89661565,29.37742603,29.90984141,..
Population density (people per sq. km of land area),EN.POP.DNST,Estonia,EST,..,32.95553197,30.31969174,30.24028065,30.26011042,30.2689211,30.816,30.9234386,31.03854971,31.09992982,31.13291228,..
Population density (people per sq. km of land area),EN.POP.DNST,Eswatini,SWZ,49.65180233,59.91255814,65.01854651,65.45726744,65.92651163,66.42581395,66.94127907,67.46674419,68.00075581,68.64273256,69.3180814,..
Population density (people per sq. km of land area),EN.POP.DNST,Ethiopia,ETH,43.48598819,67.031867,86.02407456,88.3858063,90.80046232,93.29886502,95.87318208,98.46999476,101.1195648,103.8400628,106.5799119,..
Population density (people per sq. km of land area),EN.POP.DNST,Faroe Islands,FRO,34.01074499,32.70773639,34.68338109,34.71704871,34.96848138,35.45845272,35.98137536,36.50071633,37.02077364,38.37115666,38.60510949,..
Population density (people per sq. km of land area),EN.POP.DNST,Fiji,FJI,42.7164751,45.56699507,49.99742748,50.11275315,50.20251779,50.26661193,50.30207991,50.30082102,50.27175698,50.37887247,50.60810071,..
Population density (people per sq. km of land area),EN.POP.DNST,Finland,FIN,16.37096096,16.99402147,17.89783145,17.97200303,18.03011089,18.08200783,18.12389445,18.14795012,18.16736091,18.19287688,18.23016591,..
Population density (people per sq. km of land area),EN.POP.DNST,France,FRA,106.00494,111.2583191,120.5395767,121.1053224,121.5367021,121.857823,122.2119706,122.6508802,123.0702941,123.4046994,123.7307385,..
Population density (people per sq. km of land area),EN.POP.DNST,French Polynesia,PYF,57.67459016,72.29242293,82.98242581,83.51282051,84.06424661,84.56957649,85.11956209,85.74070873,86.34889081,86.98357822,87.5920484,..
Population density (people per sq. km of land area),EN.POP.DNST,Gabon,GAB,3.815065782,4.940175418,7.382411612,7.633232429,7.872538518,8.096425661,8.30603097,8.507051655,8.704098265,8.897322156,9.085958784,..
Population density (people per sq. km of land area),EN.POP.DNST,Gambia,GMB,102.827668,142.0493083,209.9672925,216.3062253,222.6416008,228.9729249,235.294664,241.5924901,247.9133399,254.347332,260.8612648,..
Population density (people per sq. km of land area),EN.POP.DNST,Georgia,GEO,..,71.33088981,65.04195388,65.07250079,65.17505861,65.21405578,65.22278596,65.19733021,65.08556982,65.13027048,64.88348088,..
Population density (people per sq. km of land area),EN.POP.DNST,Germany,DEU,227.5170538,235.5968133,231.1557126,232.1080539,234.1529869,235.7129294,236.5887226,237.2940123,237.8229543,238.0173188,238.1180858,..
Population density (people per sq. km of land area),EN.POP.DNST,Ghana,GHA,67.88688582,86.42657115,120.9703656,123.9182473,126.8829173,129.886187,132.8217544,135.671271,138.5351587,141.4317967,144.3000839,..
Population density (people per sq. km of land area),EN.POP.DNST,Gibraltar,GIB,2731.7,2774.1,3241.1,3245.2,3252,3256.5,3260.2,3264.8,3268.5,3270.9,3266.9,..
Population density (people per sq. km of land area),EN.POP.DNST,Greece,GRC,79.10622188,83.83093871,85.06757952,84.50281614,83.94788984,83.5994647,83.43428239,83.26518231,83.17751746,82.99921645,82.55408068,..
Population density (people per sq. km of land area),EN.POP.DNST,Greenland,GRL,0.162715833,0.13692289,0.137612377,0.137154343,0.136713363,0.136888781,0.136854672,0.136491656,0.136983798,0.13732976,0.138026556,..
Population density (people per sq. km of land area),EN.POP.DNST,Grenada,GRD,291.3147059,315.9764706,343.9558824,346.9764706,349.9411765,352.8411765,355.65,358.3470588,360.9529412,363.7147059,366.5,..
Population density (people per sq. km of land area),EN.POP.DNST,Guam,GUM,256.0425926,296.6444444,309.3592593,310.2648148,311.0703704,311.7518519,312.2333333,312.3666667,312.2666667,313.3907407,315.8037037,..
Population density (people per sq. km of land area),EN.POP.DNST,Guatemala,GTM,84.45422732,108.1537981,140.3880272,142.8360956,145.272667,147.7014744,150.1252146,152.5471258,154.946118,157.3192703,159.6654162,..
Population density (people per sq. km of land area),EN.POP.DNST,Guinea,GIN,25.85929106,33.92872782,44.99198274,46.12308725,47.31400781,48.55520511,49.81600602,51.09418851,52.40737018,53.74065196,55.07042976,..
Population density (people per sq. km of land area),EN.POP.DNST,Guinea-Bissau,GNB,34.62130156,43.77130156,60.3752845,61.99534139,63.61731863,65.2401138,66.85014225,68.45501422,70.07315078,71.68662873,73.28310811,..
Population density (people per sq. km of land area),EN.POP.DNST,Guyana,GUY,3.795356871,3.855986792,3.796901194,3.815671831,3.835565151,3.856169672,3.877327915,3.990419101,4.057673355,4.04979426,4.087208534,..
Population density (people per sq. km of land area),EN.POP.DNST,Haiti,HTI,251.2819666,303.3463353,372.3224238,377.8207547,383.3003266,388.7463353,394.1779028,399.5798621,404.9505806,410.2612845,415.3689768,..
Population density (people per sq. km of land area),EN.POP.DNST,Honduras,HND,45.16251676,59.49347574,80.08452051,81.57874698,83.06823666,84.55445527,86.03844848,87.52211994,89.00553222,90.46173027,91.86115828,..
Population density (people per sq. km of land area),EN.POP.DNST,"Hong Kong SAR, China",HKG,5762.121212,6347.619048,6837.047619,6885.238095,6944.095238,6987.238095,7041.142857,7097.714286,7150.380952,7124.761905,7060.095238,..
Population density (people per sq. km of land area),EN.POP.DNST,Hungary,HUN,115.4332703,113.9362977,109.2795979,108.1138286,107.8569801,107.5391519,107.253627,107.1177296,107.0692636,106.8392395,106.3981043,..
Population density (people per sq. km of land area),EN.POP.DNST,Iceland,ISL,2.541905237,2.805037406,3.229566085,3.265695761,3.299900249,3.346024938,3.425436409,3.498175146,3.575949618,3.634463949,3.694535357,..
